domain,owner,type,certified_date,cert_level,detail_url
dongtho.tpthanhhoa.thanhhoa.gov.vn,"UBND Phường Đông Thọ, Thành phố Thanh Hóa, tỉnh Thanh Hóa",Tổ chức nhà nước,26/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dongthotpthanhhoathanhhoagovvn-1727317848
dongve.tpthanhhoa.thanhhoa.gov.vn,"UBND Phường Đông Vệ, Thành phố Thanh Hóa, tỉnh Thanh Hóa",Tổ chức nhà nước,26/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dongvetpthanhhoathanhhoagovvn-1727318241
dongxuan-quocoai.thudo.gov.vn,"UBND xã Đông Xuân, huyện Quốc Oai, Hà Nội",Tổ chức nhà nước,22/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dongxuan-quocoaithudogovvn-1732085072
dongyen-quocoai.thudo.gov.vn,"UBND xã Đông Yên, huyện Quốc Oai, Hà Nội",Tổ chức nhà nước,22/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dongyen-quocoaithudogovvn-1732084881
dulichlamha.com.vn,"ủy ban nhân dân huyện Lâm Hà, Lâm Đồng",Cơ quan nhà nước,24/02/2025,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dulichlamhacomvn-1738741975
duonglam.sontay.hanoi.gov.vn,"UBND xã Đường Lâm, thị xã Sơn Tây, Hà Nội",Tổ chức nhà nước,27/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/duonglamsontayhanoigovvn-1732682616
duongquang.gialam.hanoi.gov.vn,"UBND xã Dương Quang, huyện Gia Lâm, Hà Nội",Tổ chức nhà nước,27/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/duongquanggialamhanoigovvn-1732682913
duongxa.gialam.hanoi.gov.vn,"UBND xã Dương Xá, Gia Lâm, Hà Nội",Tổ chức nhà nước,11/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/duongxagialamhanoigovvn-1731049531
haian.thixanghison.thanhhoa.gov.vn,"UBND phường Hải An Thị xã Nghi Sơn, tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/haianthixanghisonthanhhoagovvn-1723522286
haibinh.thixanghison.thanhhoa.gov.vn,"UBND phương Hải Bình Thị xã Nghi Sơn, tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/haibinhthixanghisonthanhhoagovvn-1723522650
haichau.thixanghison.thanhhoa.gov.vn,"UBND phường Hải Châu Thị xã Nghi Sơn, tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/haichauthixanghisonthanhhoagovvn-1723522216
haiha.thixanghison.thanhhoa.gov.vn,"UBND xã Hải Hà Thị xã Nghi Sơn, tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/haihathixanghisonthanhhoagovvn-1723522882
haihoa.thixanghison.thanhhoa.gov.vn,"UBND phường Hải Hòa Thị xã Nghi Sơn, tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/haihoathixanghisonthanhhoagovvn-1723522404
hainhan.thixanghison.thanhhoa.gov.vn,"UBND xã Hải Nhân Thị xã Nghi Sơn, tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hainhanthixanghisonthanhhoagovvn-1723521796
haininh.thixanghison.thanhhoa.gov.vn,"UBND phường Hải Ninh Thị xã Nghi Sơn, tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/haininhthixanghisonthanhhoagovvn-1723522180
haithanh.thixanghison.thanhhoa.gov.vn,"UBND phường Hải Thanh Thị xã Nghi Sơn, tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/haithanhthixanghisonthanhhoagovvn-1723521832
haithuong.thixanghison.thanhhoa.gov.vn,"UBND phường Hải Thượng Thị xã Nghi Sơn, tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/haithuongthixanghisonthanhhoagovvn-1723522547
haiyen.thixanghison.thanhhoa.gov.vn,"UBND xã Hải Yến Thị xã Nghi Sơn, tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/haiyenthixanghisonthanhhoagovvn-1723522800
hamrong.tpthanhhoa.thanhhoa.gov.vn,"UBND Phường Hàm Rồng, Thành phố Thanh Hóa, tỉnh Thanh Hóa",Tổ chức nhà nước,26/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hamrongtpthanhhoathanhhoagovvn-1727318278
hatrung.bathuoc.thanhhoa.gov.vn,"UBND Xã Hạ Trung, Huyện Bá Thước, tỉnh Thanh Hóa",Tổ chức nhà nước,21/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hatrungbathuocthanhhoagovvn-1724148838
haugiang.gov.vn,UBND tỉnh Hậu Giang,Tổ chức nhà nước,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/haugiang.gov.vn
hdndthuathienhue.gov.vn,Cổng thông tin điện tử HĐND tỉnh Thừa Thiên Huế,Tổ chức nhà nước,23/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hdndthuathienhuegovvn-1729652794
hoahiepbac.danang.gov.vn,UBND phường Hòa Hiệp Bắc,Tổ chức nhà nước,11/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hoahiepbacdananggovvn-1720162021
hoalam-unghoa.thudo.gov.vn,"UBND Xã Hòa Lâm, Hà Nội",Tổ chức nhà nước,17/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hoalam-unghoathudogovvn-1734401532
hoanam-unghoa.thudo.gov.vn,"UBND Xã Hòa Nam, Hà Nội",Tổ chức nhà nước,17/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hoanam-unghoathudogovvn-1734401298
hoangdieu.chuongmy.hanoi.gov.vn,"UBND xã Hoàng Diệu, huyện Chương Mỹ, TP Hà Nội",Tổ chức nhà nước,07/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hoangdieuchuongmyhanoigovvn-1728232186
hoanggiang.nongcong.thanhhoa.gov.vn,"UBND xã Hoàng Giang Huyện Nông Cống, Tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hoanggiangnongcongthanhhoagovvn-1723524259
hoangphu.hoanghoa.thanhhoa.gov.vn,"UBND xã Hoằng Phú, huyện Hoằng Hóa, tỉnh Thanh Hóa",Tổ chức nhà nước,25/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hoangphuhoanghoathanhhoagovvn-1729823788
hoangson.nongcong.thanhhoa.gov.vn,"UBND xã Hoàng Sơn Huyện Nông Cống, Tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hoangsonnongcongthanhhoagovvn-1723524325
hoanhon.danang.gov.vn,UBND xã Hòa Nhơn,Tổ chức nhà nước,25/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hoanhondananggovvn-1729820887
hoaphu-unghoa.thudo.gov.vn,"UBND Xã Hòa Phú, Hà Nội",Tổ chức nhà nước,17/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hoaphu-unghoathudogovvn-1734401346
hoaphuoc.danang.gov.vn,UBND xã Hoà Phước,Tổ chức nhà nước,28/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hoaphuocdananggovvn-1730105447
hoason-unghoa.thudo.gov.vn,"UBND Xã Hoa Sơn, Hà Nội",Tổ chức nhà nước,17/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hoason-unghoathudogovvn-1734400994
hoathach-quocoai.thudo.gov.vn,"UBND xã Hoà Thạch, huyện Quốc Oai, Hà Nội",Tổ chức nhà nước,22/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hoathach-quocoaithudogovvn-1732084919
hoaxa-unghoa.thudo.gov.vn,"UBND Xã Hòa Xá, Hà Nội",Tổ chức nhà nước,17/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hoaxa-unghoathudogovvn-1734401243
hoichuthapdohaiduong.org.vn,Hội Chữ Thập đỏ tỉnh Hải Dương,Tổ chức nhà nước,07/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hoichuthapdohaiduongorgvn-1728268642
hongleong.com.vn,Ngân hàng TNHH Một thành viên Hong Leong Việt Nam,Ngân hàng - Tài chính,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hongleong.com.vn
hongquang-unghoa.thudo.gov.vn,"UBND Xã Hồng Quang, Hà Nội",Tổ chức nhà nước,17/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hongquang-unghoathudogovvn-1734401433
izaninhbinh.gov.vn,Ban Quản lý các khu công nghiệp,Tổ chức nhà nước,27/06/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/izaninhbinhgovvn-1719457804
kieuky.gialam.hanoi.gov.vn,"UBND  Xã Kiêu Kỵ, Huyện Gia Lâm, Thành Phố Hà Nội",Tổ chức nhà nước,11/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/kieukygialamhanoigovvn-1731049430
kimduong-unghoa.thudo.gov.vn,"UBND Xã Kim Đường, Hà Nội",Tổ chức nhà nước,17/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/kimduong-unghoathudogovvn-1734401867
kimlan.gialam.hanoi.gov.vn,"UBND xã Kim Lan, Gia Lâm, Hà Nội",Tổ chức nhà nước,11/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/kimlangialamhanoigovvn-1731049761
kimson.gialam.hanoi.gov.vn,"UBND xã Kim Sơn, Gia Lâm, Hà Nội",Tổ chức nhà nước,11/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/kimsongialamhanoigovvn-1731049632
kimson.sontay.hanoi.gov.vn,"UBND xã Kim Sơn, thị xã Sơn Tây, Hà Nội",Tổ chức nhà nước,27/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/kimsonsontayhanoigovvn-1732682469
klth.org.vn,Chi cục kiểm lâm Thanh Hóa,Tổ chức nhà nước,25/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/klthorgvn-1732249761
kontum.gov.vn,UBND tỉnh Kon Tum,Tổ chức nhà nước,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/kontum.gov.vn
kytan.bathuoc.thanhhoa.gov.vn,"UBND Xã Kỳ Tân, Huyện Bá Thước, tỉnh Thanh Hóa",Tổ chức nhà nước,21/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/kytanbathuocthanhhoagovvn-1724148632
laithanh.kimson.ninhbinh.gov.vn,"UBND xã Lai Thành, huyện Kim Sơn, tỉnh Ninh Bình",Tổ chức nhà nước,24/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/laithanhkimsonninhbinhgovvn-1727169151
lamson.tpthanhhoa.thanhhoa.gov.vn,"UBND Phường Lam Sơn, Thành phố Thanh Hóa, tỉnh Thanh Hóa",Tổ chức nhà nước,26/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/lamsontpthanhhoathanhhoagovvn-1727318310
lechi.gialam.hanoi.gov.vn,"UBND xã Lệ Chi, Gia Lâm, Hà Nội",Tổ chức nhà nước,11/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/lechigialamhanoigovvn-1731049600
lienbat-unghoa.thudo.gov.vn,"UBND Xã Liên Bạt, Hà Nội",Tổ chức nhà nước,17/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/lienbat-unghoathudogovvn-1734401158
lieptuyet-quocoai.thudo.gov.vn,"UBND xã Liệp Tuyết, huyện Quốc Oai, Hà Nội",Tổ chức nhà nước,22/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/lieptuyet-quocoaithudogovvn-1732249008
lungcao.bathuoc.thanhhoa.gov.vn,"UBND Xã Lũng Cao, Huyện Bá Thước, tỉnh Thanh Hóa",Tổ chức nhà nước,21/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/lungcaobathuocthanhhoagovvn-1724148964
lungniem.bathuoc.thanhhoa.gov.vn,"UBND Xã Lũng Niêm, Huyện Bá Thước, tỉnh Thanh Hóa",Tổ chức nhà nước,21/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/lungniembathuocthanhhoagovvn-1724148899
luongngoai.bathuoc.thanhhoa.gov.vn,"UBND Xã Lương Ngoại, Huyện Bá Thước, tỉnh Thanh Hóa",Tổ chức nhà nước,21/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/luongngoaibathuocthanhhoagovvn-1724148465
luongnoi.bathuoc.thanhhoa.gov.vn,"UBND Xã Lương Nội, Huyện Bá Thước, tỉnh Thanh Hóa",Tổ chức nhà nước,21/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/luongnoibathuocthanhhoagovvn-1724148869
luongtrung.bathuoc.thanhhoa.gov.vn,"UBND Xã Lương Trung, Huyện Bá Thước, tỉnh Thanh Hóa",Tổ chức nhà nước,21/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/luongtrungbathuocthanhhoagovvn-1724148371
luuhoang-unghoa.thudo.gov.vn,"UBND Xã Lưu Hoàng, Hà Nội",Tổ chức nhà nước,17/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/luuhoang-unghoathudogovvn-1734401630
mailam.thixanghison.thanhhoa.gov.vn,"UBND phường Mai Lâm Thị xã Nghi Sơn, tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mailamthixanghisonthanhhoagovvn-1723522513
mard.gov.vn,Bộ Nông nghiệp và Phát triển nông thôn,Tổ chức nhà nước,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mard.gov.vn
mic.gov.vn,Bộ Thông tin và Truyền thông,Tổ chức nhà nước,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mic.gov.vn
minhduc-unghoa.thudo.gov.vn,"UBND Xã Minh Đức, Hà Nội",Tổ chức nhà nước,17/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/minhduc-unghoathudogovvn-1734401996
minhkhoi.nongcong.thanhhoa.gov.vn,"UBND xã Minh Khôi Huyện Nông Cống, Tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/minhkhoinongcongthanhhoagovvn-1723531432
minhnghia.nongcong.thanhhoa.gov.vn,"UBND xã Minh Nghĩa Huyện Nông Cống, Tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/minhnghianongcongthanhhoagovvn-1723531402
miraeasset.com.vn,Công ty Cổ phần Chứng khoán Mirae Asset (Việt Nam),Ngân hàng - Tài chính,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/miraeasset.com.vn
mnthitrantienlang.haiphong.edu,Trường Mầm non Thị trấn Tiên Lãng,Tổ chức nhà nước,19/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mnthitrantienlanghaiphongedu-1724035745
mot.gov.vn,Bộ Giao thông Vận tải,Tổ chức nhà nước,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mot.gov.vn
mota.gov.vn,Bộ Ngoại giao Việt Nam,Tổ chức nhà nước,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mota.gov.vn
napangroup.vn,Công ty Cổ phần Thanh toán Quốc gia Việt Nam (Napas),Ngân hàng - Tài chính,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/napangroup.vn
ncsc.vn,Trung tâm Giám sát an toàn không gian mạng quốc gia (NCSC),Tổ chức nhà nước,03/12/2024,Chứng nhận nâng cao,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ncscvn-1733198602
nghiahuong-quocoai.thudo.gov.vn,"UBND xã Nghĩa Hương, huyện Quốc Oai, Hà Nội",Tổ chức nhà nước,22/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/nghiahuong-quocoaithudogovvn-1732084842
nghison.thixanghison.thanhhoa.gov.vn,"UBND xã Nghi Sơn Thị xã Nghi Sơn, tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/nghisonthixanghisonthanhhoagovvn-1723522926
ngocliep-quocoai.thudo.gov.vn,"UBND xã Ngọc Liệp, huyện Quốc Oai, Hà Nội",Tổ chức nhà nước,22/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ngocliep-quocoaithudogovvn-1732085017
ngoclinh.thixanghison.thanhhoa.gov.vn,"UBND xã Ngọc Lĩnh Thị xã Nghi Sơn, tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ngoclinhthixanghisonthanhhoagovvn-1723522247
ngocmy-quocoai.thudo.gov.vn,"UBND xã Ngọc Mỹ, huyện Quốc Oai, Hà Nội",Tổ chức nhà nước,22/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ngocmy-quocoaithudogovvn-1732084797
ngoctrao.tpthanhhoa.thanhhoa.gov.vn,"UBND Phường Ngọc Trạo, Thành phố Thanh Hóa, tỉnh Thanh Hóa",Tổ chức nhà nước,26/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ngoctraotpthanhhoathanhhoagovvn-1727318378
nguyenbinh.thixanghison.thanhhoa.gov.vn,"UBND phường Nguyên Bình Thị xã Nghi Sơn, tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/nguyenbinhthixanghisonthanhhoagovvn-1723522960
ninhhai.thixanghison.thanhhoa.gov.vn,"UBND phường Ninh Hải Thị xã Nghi Sơn, tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ninhhaithixanghisonthanhhoagovvn-1723521612
ninhhiep.gialam.hanoi.gov.vn,"UBND xã Ninh Hiệp, Gia Lâm, Hà Nội",Tổ chức nhà nước,11/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ninhhiepgialamhanoigovvn-1731050435
phongchongthientai.vinhlong.gov.vn,Chi cục Thủy lợi Vĩnh Long,Tổ chức nhà nước,15/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phongchongthientaivinhlonggovvn-1723689851
phongloc.hauloc.thanhhoa.gov.vn,"UBND Xã Phong Lộc, huyện Hậu Lộc, tỉnh Thanh Hoá",Tổ chức nhà nước,17/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phonglochaulocthanhhoagovvn-1729133643
phucat-quocoai.thudo.gov.vn,"UBND xã Phú Cát, huyện Quốc Oai, Hà Nội",Tổ chức nhà nước,22/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phucat-quocoaithudogovvn-1732249041
phudong.bavi.hanoi.gov.vn,"UBND Xã Phú Đông - Huyện Ba Vì, Hà Nội",Tổ chức nhà nước,11/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phudongbavihanoigovvn-1731049172
phudong.gialam.hanoi.gov.vn,"UBND xã Phù Đồng, Gia Lâm, Hà Nội",Tổ chức nhà nước,11/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phudonggialamhanoigovvn-1731050749
phulam.thixanghison.thanhhoa.gov.vn,"UBND xã Phú Lâm Thị xã Nghi Sơn, tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phulamthixanghisonthanhhoagovvn-1723521868
phuluu-unghoa.thudo.gov.vn,"UBND Xã Phù Lưu, Hà Nội",Tổ chức nhà nước,17/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phuluu-unghoathudogovvn-1734401390
phuman-quocoai.thudo.gov.vn,"UBND xã Phú Mãn, huyện Quốc Oai, Hà Nội",Tổ chức nhà nước,22/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phuman-quocoaithudogovvn-1732085111
phungxa.myduc.hanoi.gov.vn,"UBND xã Phùng Xá, Mỹ Đức, Hà Nội",Tổ chức nhà nước,27/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phungxamyduchanoigovvn-1732682820
phuong1.vinhlong.gov.vn,"UBND Phường 1, TP Vĩnh Long, tỉnh Vĩnh Long",Tổ chức nhà nước,15/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phuong1vinhlonggovvn-1723689005
phuongtu-unghoa.thudo.gov.vn,"UBND Xã Phương Tú, Hà Nội",Tổ chức nhà nước,17/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phuongtu-unghoathudogovvn-1734402122
phuson.thixanghison.thanhhoa.gov.vn,"UBND xã Phú Sơn Thị xã Nghi Sơn, tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phusonthixanghisonthanhhoagovvn-1723522076
phuyen.gov.vn,UBND tỉnh Phú Yên,Tổ chức nhà nước,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phuyen.gov.vn
qbtte.thanhhoa.gov.vn,Quỹ Bảo trợ trẻ em tỉnh Thanh Hóa,Tổ chức nhà nước,17/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/qbttethanhhoagovvn-1729133104
quangbinh.quangxuong.thanhhoa.gov.vn,"UBND xã Quảng Bình Huyện Quảng Xương, Tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangbinhquangxuongthanhhoagovvn-1723523077
quangchinh.quangxuong.thanhhoa.gov.vn,"UBND xã Quảng Chính Huyện Quảng Xương, Tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangchinhquangxuongthanhhoagovvn-1723523224
quangdinh.quangxuong.thanhhoa.gov.vn,"UBND xã Quảng Định Huyện Quảng Xương, Tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangdinhquangxuongthanhhoagovvn-1723523263
quangduc.quangxuong.thanhhoa.gov.vn,"UBND xã Quảng Đức Huyện Quảng Xương, Tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangducquangxuongthanhhoagovvn-1723523294
quanggiao.quangxuong.thanhhoa.gov.vn,"UBND xã Quảng Giao Huyện Quảng Xương, Tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quanggiaoquangxuongthanhhoagovvn-1723523336
quanghai.quangxuong.thanhhoa.gov.vn,"UBND xã Quảng Hải Huyện Quảng Xương, Tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quanghaiquangxuongthanhhoagovvn-1723523375
quanghoa.quangxuong.thanhhoa.gov.vn,"UBND xã Quảng Hòa Huyện Quảng Xương, Tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quanghoaquangxuongthanhhoagovvn-1723523417
quanghop.quangxuong.thanhhoa.gov.vn,"UBND xã Quảng Hợp Huyện Quảng Xương, Tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quanghopquangxuongthanhhoagovvn-1723523450
quangphucau-unghoa.thudo.gov.vn,"UBND Xã Quảng Phú Cầu, Hà Nội",Tổ chức nhà nước,17/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangphucau-unghoathudogovvn-1734401102
quangthai.quangxuong.thanhhoa.gov.vn,"UBND xã Quảng Thái Huyện Quảng Xương, Tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangthaiquangxuongthanhhoagovvn-1723523851
